num_iq_03m|consultas,num,iq_03m
dif_sum_cred_bal_vec_bk|cuentas,dif,ingreso-sum-cred_bal-bk
dif_sum_cred_bal_vec_nbk_au|cuentas,dif,ingreso-sum-cred_bal-nbk_au
dif_sum_cred_bal_vec_nbk_m|cuentas,dif,ingreso-sum-cred_bal-nbk_m
dif_sum_cred_bal_vec_nbk_pl|cuentas,dif,ingreso-sum-cred_bal-nbk_pl
dif_sum_cred_bal_vec_nbk_r|cuentas,dif,ingreso-sum-cred_bal-nbk_r
dif_sum_cred_bal_vec_nbk_amx|cuentas,dif,ingreso-sum-cred_bal-nbk_amx
dif_sum_cred_bal_vec_nbk|cuentas,dif,ingreso-sum-cred_bal-nbk
dif_sum_cred_bal_vec|cuentas,dif,ingreso-sum-cred_bal
max_sum_vp_cred_bal_vec_bk_au|cuentas,max,ingreso-sum-vp_cred_bal-bk_au
max_sum_vp_cred_bal_vec_bk_m|cuentas,max,ingreso-sum-vp_cred_bal-bk_m
max_sum_vp_cred_bal_vec_bk_pl|cuentas,max,ingreso-sum-vp_cred_bal-bk_pl
max_sum_vp_cred_bal_vec_bk_r|cuentas,max,ingreso-sum-vp_cred_bal-bk_r
max_sum_vp_cred_bal_vec_bk_amx|cuentas,max,ingreso-sum-vp_cred_bal-bk_amx
max_sum_vp_cred_bal_vec_bk|cuentas,max,ingreso-sum-vp_cred_bal-bk
max_sum_vp_cred_bal_vec_nbk_au|cuentas,max,ingreso-sum-vp_cred_bal-nbk_au
max_sum_vp_cred_bal_vec_nbk_m|cuentas,max,ingreso-sum-vp_cred_bal-nbk_m
max_sum_vp_cred_bal_vec_nbk_pl|cuentas,max,ingreso-sum-vp_cred_bal-nbk_pl
max_sum_vp_cred_bal_vec_nbk_r|cuentas,max,ingreso-sum-vp_cred_bal-nbk_r
max_sum_vp_cred_bal_vec_nbk_amx|cuentas,max,ingreso-sum-vp_cred_bal-nbk_amx
max_sum_vp_cred_bal_vec_nbk|cuentas,max,ingreso-sum-vp_cred_bal-nbk
max_sum_vp_cred_bal_vec|cuentas,max,ingreso-sum-vp_cred_bal
min_sum_vp_cred_bal_vec_bk_au|cuentas,min,ingreso-sum-vp_cred_bal-bk_au
min_sum_vp_cred_bal_vec_bk_m|cuentas,min,ingreso-sum-vp_cred_bal-bk_m
min_sum_vp_cred_bal_vec_bk_pl|cuentas,min,ingreso-sum-vp_cred_bal-bk_pl
min_sum_vp_cred_bal_vec_bk_r|cuentas,min,ingreso-sum-vp_cred_bal-bk_r
min_sum_vp_cred_bal_vec_bk_amx|cuentas,min,ingreso-sum-vp_cred_bal-bk_amx
min_sum_vp_cred_bal_vec_bk|cuentas,min,ingreso-sum-vp_cred_bal-bk
min_sum_vp_cred_bal_vec_nbk_au|cuentas,min,ingreso-sum-vp_cred_bal-nbk_au
min_sum_vp_cred_bal_vec_nbk_m|cuentas,min,ingreso-sum-vp_cred_bal-nbk_m
min_sum_vp_cred_bal_vec_nbk_pl|cuentas,min,ingreso-sum-vp_cred_bal-nbk_pl
min_sum_vp_cred_bal_vec_nbk_r|cuentas,min,ingreso-sum-vp_cred_bal-nbk_r
min_sum_vp_cred_bal_vec_nbk_amx|cuentas,min,ingreso-sum-vp_cred_bal-nbk_amx
min_sum_vp_cred_bal_vec_nbk|cuentas,min,ingreso-sum-vp_cred_bal-nbk
min_sum_vp_cred_bal_vec|cuentas,min,ingreso-sum-vp_cred_bal
dif_sum_vp_cred_bal_vec_bk_au|cuentas,dif,ingreso-sum-vp_cred_bal-bk_au
dif_sum_vp_cred_bal_vec_bk_m|cuentas,dif,ingreso-sum-vp_cred_bal-bk_m
dif_sum_vp_cred_bal_vec_bk_pl|cuentas,dif,ingreso-sum-vp_cred_bal-bk_pl
dif_sum_vp_cred_bal_vec_bk_r|cuentas,dif,ingreso-sum-vp_cred_bal-bk_r
dif_sum_vp_cred_bal_vec_bk_amx|cuentas,dif,ingreso-sum-vp_cred_bal-bk_amx
dif_sum_vp_cred_bal_vec_bk|cuentas,dif,ingreso-sum-vp_cred_bal-bk
dif_sum_vp_cred_bal_vec_nbk_au|cuentas,dif,ingreso-sum-vp_cred_bal-nbk_au
dif_sum_vp_cred_bal_vec_nbk_m|cuentas,dif,ingreso-sum-vp_cred_bal-nbk_m
dif_sum_vp_cred_bal_vec_nbk_pl|cuentas,dif,ingreso-sum-vp_cred_bal-nbk_pl
dif_sum_vp_cred_bal_vec_nbk_r|cuentas,dif,ingreso-sum-vp_cred_bal-nbk_r
dif_sum_vp_cred_bal_vec_nbk_amx|cuentas,dif,ingreso-sum-vp_cred_bal-nbk_amx
dif_sum_vp_cred_bal_vec_nbk|cuentas,dif,ingreso-sum-vp_cred_bal-nbk
dif_sum_vp_cred_bal_vec|cuentas,dif,ingreso-sum-vp_cred_bal
inc_sum_cred_bal_bk|cuentas,inc,ingreso-sum-cred_bal-bk
inc_sum_cred_bal_bk_pl|cuentas,inc,ingreso-sum-cred_bal-bk_pl
inc_sum_cred_bal_bk_au|cuentas,inc,ingreso-sum-cred_bal-bk_au
inc_sum_cred_bal_bk_m|cuentas,inc,ingreso-sum-cred_bal-bk_m
inc_sum_cred_bal_bk_r|cuentas,inc,ingreso-sum-cred_bal-bk_r
inc_sum_cred_bal_bk_amx|cuentas,inc,ingreso-sum-cred_bal-bk_amx
dec_sum_cred_bal_bk|cuentas,dec,ingreso-sum-cred_bal-bk
dec_sum_cred_bal_bk_pl|cuentas,dec,ingreso-sum-cred_bal-bk_pl
dec_sum_cred_bal_bk_au|cuentas,dec,ingreso-sum-cred_bal-bk_au
dec_sum_cred_bal_bk_m|cuentas,dec,ingreso-sum-cred_bal-bk_m
dec_sum_cred_bal_bk_r|cuentas,dec,ingreso-sum-cred_bal-bk_r
dec_sum_cred_bal_bk_amx|cuentas,dec,ingreso-sum-cred_bal-bk_amx
inc_sum_cred_bal_nbk|cuentas,inc,ingreso-sum-cred_bal-nbk
inc_sum_cred_bal_nbk_pl|cuentas,inc,ingreso-sum-cred_bal-nbk_pl
inc_sum_cred_bal_nbk_au|cuentas,inc,ingreso-sum-cred_bal-nbk_au
inc_sum_cred_bal_nbk_m|cuentas,inc,ingreso-sum-cred_bal-nbk_m
inc_sum_cred_bal_nbk_r|cuentas,inc,ingreso-sum-cred_bal-nbk_r
inc_sum_cred_bal_nbk_amx|cuentas,inc,ingreso-sum-cred_bal-nbk_amx
dec_sum_cred_bal_nbk|cuentas,dec,ingreso-sum-cred_bal-nbk
dec_sum_cred_bal_nbk_pl|cuentas,dec,ingreso-sum-cred_bal-nbk_pl
dec_sum_cred_bal_nbk_au|cuentas,dec,ingreso-sum-cred_bal-nbk_au
dec_sum_cred_bal_nbk_m|cuentas,dec,ingreso-sum-cred_bal-nbk_m
dec_sum_cred_bal_nbk_r|cuentas,dec,ingreso-sum-cred_bal-nbk_r
dec_sum_cred_bal_nbk_amx|cuentas,dec,ingreso-sum-cred_bal-nbk_amx
inc_sum_cur_bal_bk|cuentas,inc,ingreso-sum-cur_bal-bk
inc_sum_cur_bal_bk_pl|cuentas,inc,ingreso-sum-cur_bal-bk_pl
inc_sum_cur_bal_bk_au|cuentas,inc,ingreso-sum-cur_bal-bk_au
inc_sum_cur_bal_bk_m|cuentas,inc,ingreso-sum-cur_bal-bk_m
inc_sum_cur_bal_bk_r|cuentas,inc,ingreso-sum-cur_bal-bk_r
inc_sum_cur_bal_bk_amx|cuentas,inc,ingreso-sum-cur_bal-bk_amx
dec_sum_cur_bal_bk|cuentas,dec,ingreso-sum-cur_bal-bk
dec_sum_cur_bal_bk_pl|cuentas,dec,ingreso-sum-cur_bal-bk_pl
dec_sum_cur_bal_bk_au|cuentas,dec,ingreso-sum-cur_bal-bk_au
dec_sum_cur_bal_bk_m|cuentas,dec,ingreso-sum-cur_bal-bk_m
dec_sum_cur_bal_bk_r|cuentas,dec,ingreso-sum-cur_bal-bk_r
dec_sum_cur_bal_bk_amx|cuentas,dec,ingreso-sum-cur_bal-bk_amx
inc_sum_cur_bal_nbk|cuentas,inc,ingreso-sum-cur_bal-nbk
inc_sum_cur_bal_nbk_pl|cuentas,inc,ingreso-sum-cur_bal-nbk_pl
inc_sum_cur_bal_nbk_au|cuentas,inc,ingreso-sum-cur_bal-nbk_au
inc_sum_cur_bal_nbk_m|cuentas,inc,ingreso-sum-cur_bal-nbk_m
inc_sum_cur_bal_nbk_r|cuentas,inc,ingreso-sum-cur_bal-nbk_r
inc_sum_cur_bal_nbk_amx|cuentas,inc,ingreso-sum-cur_bal-nbk_amx
dec_sum_cur_bal_nbk|cuentas,dec,ingreso-sum-cur_bal-nbk
dec_sum_cur_bal_nbk_pl|cuentas,dec,ingreso-sum-cur_bal-nbk_pl
dec_sum_cur_bal_nbk_au|cuentas,dec,ingreso-sum-cur_bal-nbk_au
dec_sum_cur_bal_nbk_m|cuentas,dec,ingreso-sum-cur_bal-nbk_m
dec_sum_cur_bal_nbk_r|cuentas,dec,ingreso-sum-cur_bal-nbk_r
dec_sum_cur_bal_nbk_amx|cuentas,dec,ingreso-sum-cur_bal-nbk_amx
inc_sum_vp_cred_bal_bk|cuentas,inc,ingreso-sum-vp_cred_bal-bk
inc_sum_vp_cred_bal_bk_pl|cuentas,inc,ingreso-sum-vp_cred_bal-bk_pl
inc_sum_vp_cred_bal_bk_au|cuentas,inc,ingreso-sum-vp_cred_bal-bk_au
inc_sum_vp_cred_bal_bk_m|cuentas,inc,ingreso-sum-vp_cred_bal-bk_m
inc_sum_vp_cred_bal_bk_r|cuentas,inc,ingreso-sum-vp_cred_bal-bk_r
inc_sum_vp_cred_bal_bk_amx|cuentas,inc,ingreso-sum-vp_cred_bal-bk_amx
dec_sum_vp_cred_bal_bk|cuentas,dec,ingreso-sum-vp_cred_bal-bk
dec_sum_vp_cred_bal_bk_pl|cuentas,dec,ingreso-sum-vp_cred_bal-bk_pl
dec_sum_vp_cred_bal_bk_au|cuentas,dec,ingreso-sum-vp_cred_bal-bk_au
dec_sum_vp_cred_bal_bk_m|cuentas,dec,ingreso-sum-vp_cred_bal-bk_m
dec_sum_vp_cred_bal_bk_r|cuentas,dec,ingreso-sum-vp_cred_bal-bk_r
dec_sum_vp_cred_bal_bk_amx|cuentas,dec,ingreso-sum-vp_cred_bal-bk_amx
inc_sum_vp_cred_bal_nbk|cuentas,inc,ingreso-sum-vp_cred_bal-nbk
inc_sum_vp_cred_bal_nbk_pl|cuentas,inc,ingreso-sum-vp_cred_bal-nbk_pl
inc_sum_vp_cred_bal_nbk_au|cuentas,inc,ingreso-sum-vp_cred_bal-nbk_au
inc_sum_vp_cred_bal_nbk_m|cuentas,inc,ingreso-sum-vp_cred_bal-nbk_m
inc_sum_vp_cred_bal_nbk_r|cuentas,inc,ingreso-sum-vp_cred_bal-nbk_r
inc_sum_vp_cred_bal_nbk_amx|cuentas,inc,ingreso-sum-vp_cred_bal-nbk_amx
dec_sum_vp_cred_bal_nbk|cuentas,dec,ingreso-sum-vp_cred_bal-nbk
dec_sum_vp_cred_bal_nbk_pl|cuentas,dec,ingreso-sum-vp_cred_bal-nbk_pl
dec_sum_vp_cred_bal_nbk_au|cuentas,dec,ingreso-sum-vp_cred_bal-nbk_au
dec_sum_vp_cred_bal_nbk_m|cuentas,dec,ingreso-sum-vp_cred_bal-nbk_m
dec_sum_vp_cred_bal_nbk_r|cuentas,dec,ingreso-sum-vp_cred_bal-nbk_r
dec_sum_vp_cred_bal_nbk_amx|cuentas,dec,ingreso-sum-vp_cred_bal-nbk_amx
inc_sum_vp_cur_bal_bk|cuentas,inc,ingreso-sum-vp_cur_bal-bk
inc_sum_vp_cur_bal_bk_pl|cuentas,inc,ingreso-sum-vp_cur_bal-bk_pl
inc_sum_vp_cur_bal_bk_au|cuentas,inc,ingreso-sum-vp_cur_bal-bk_au
inc_sum_vp_cur_bal_bk_m|cuentas,inc,ingreso-sum-vp_cur_bal-bk_m
inc_sum_vp_cur_bal_bk_r|cuentas,inc,ingreso-sum-vp_cur_bal-bk_r
inc_sum_vp_cur_bal_bk_amx|cuentas,inc,ingreso-sum-vp_cur_bal-bk_amx
dec_sum_vp_cur_bal_bk|cuentas,dec,ingreso-sum-vp_cur_bal-bk
dec_sum_vp_cur_bal_bk_pl|cuentas,dec,ingreso-sum-vp_cur_bal-bk_pl
dec_sum_vp_cur_bal_bk_au|cuentas,dec,ingreso-sum-vp_cur_bal-bk_au
dec_sum_vp_cur_bal_bk_m|cuentas,dec,ingreso-sum-vp_cur_bal-bk_m
dec_sum_vp_cur_bal_bk_r|cuentas,dec,ingreso-sum-vp_cur_bal-bk_r
dec_sum_vp_cur_bal_bk_amx|cuentas,dec,ingreso-sum-vp_cur_bal-bk_amx
inc_sum_vp_cur_bal_nbk|cuentas,inc,ingreso-sum-vp_cur_bal-nbk
inc_sum_vp_cur_bal_nbk_pl|cuentas,inc,ingreso-sum-vp_cur_bal-nbk_pl
inc_sum_vp_cur_bal_nbk_au|cuentas,inc,ingreso-sum-vp_cur_bal-nbk_au
inc_sum_vp_cur_bal_nbk_m|cuentas,inc,ingreso-sum-vp_cur_bal-nbk_m
inc_sum_vp_cur_bal_nbk_r|cuentas,inc,ingreso-sum-vp_cur_bal-nbk_r
inc_sum_vp_cur_bal_nbk_amx|cuentas,inc,ingreso-sum-vp_cur_bal-nbk_amx
dec_sum_vp_cur_bal_nbk|cuentas,dec,ingreso-sum-vp_cur_bal-nbk
dec_sum_vp_cur_bal_nbk_pl|cuentas,dec,ingreso-sum-vp_cur_bal-nbk_pl
dec_sum_vp_cur_bal_nbk_au|cuentas,dec,ingreso-sum-vp_cur_bal-nbk_au
dec_sum_vp_cur_bal_nbk_m|cuentas,dec,ingreso-sum-vp_cur_bal-nbk_m
dec_sum_vp_cur_bal_nbk_r|cuentas,dec,ingreso-sum-vp_cur_bal-nbk_r
dec_sum_vp_cur_bal_nbk_amx|cuentas,dec,ingreso-sum-vp_cur_bal-nbk_amx
avg_sum_pob_tot_all|inegi,avg,pv-sum-pob_tot_all
avg_sum_pob_mas_all|inegi,avg,pv-sum-pob_mas_all
avg_sum_pob_fem_all|inegi,avg,pv-sum-pob_fem_all
avg_sum_pob_tot_00a02|inegi,avg,pv-sum-pob_tot_00a02
avg_sum_pob_mas_00a02|inegi,avg,pv-sum-pob_mas_00a02
avg_sum_pob_fem_00a02|inegi,avg,pv-sum-pob_fem_00a02
avg_sum_pob_tot_03mas|inegi,avg,pv-sum-pob_tot_03mas
avg_sum_pob_mas_03mas|inegi,avg,pv-sum-pob_mas_03mas
avg_sum_pob_fem_03mas|inegi,avg,pv-sum-pob_fem_03mas
avg_sum_pob_tot_05mas|inegi,avg,pv-sum-pob_tot_05mas
avg_sum_pob_mas_05mas|inegi,avg,pv-sum-pob_mas_05mas
avg_sum_pob_fem_05mas|inegi,avg,pv-sum-pob_fem_05mas
avg_sum_pob_tot_12mas|inegi,avg,pv-sum-pob_tot_12mas
avg_sum_pob_mas_12mas|inegi,avg,pv-sum-pob_mas_12mas
avg_sum_pob_fem_12mas|inegi,avg,pv-sum-pob_fem_12mas
avg_sum_pob_tot_15mas|inegi,avg,pv-sum-pob_tot_15mas
avg_sum_pob_mas_15mas|inegi,avg,pv-sum-pob_mas_15mas
avg_sum_pob_fem_15mas|inegi,avg,pv-sum-pob_fem_15mas
avg_sum_pob_tot_18mas|inegi,avg,pv-sum-pob_tot_18mas
avg_sum_pob_mas_18mas|inegi,avg,pv-sum-pob_mas_18mas
avg_sum_pob_fem_18mas|inegi,avg,pv-sum-pob_fem_18mas
avg_sum_pob_tot_03a05|inegi,avg,pv-sum-pob_tot_03a05
avg_sum_pob_mas_03a05|inegi,avg,pv-sum-pob_mas_03a05
avg_sum_pob_fem_03a05|inegi,avg,pv-sum-pob_fem_03a05
avg_sum_pob_tot_06a11|inegi,avg,pv-sum-pob_tot_06a11
avg_sum_pob_mas_06a11|inegi,avg,pv-sum-pob_mas_06a11
avg_sum_pob_fem_06a11|inegi,avg,pv-sum-pob_fem_06a11
avg_sum_pob_tot_08a14|inegi,avg,pv-sum-pob_tot_08a14
avg_sum_pob_mas_08a14|inegi,avg,pv-sum-pob_mas_08a14
avg_sum_pob_fem_08a14|inegi,avg,pv-sum-pob_fem_08a14
avg_sum_pob_tot_12a14|inegi,avg,pv-sum-pob_tot_12a14
avg_sum_pob_mas_12a14|inegi,avg,pv-sum-pob_mas_12a14
avg_sum_pob_fem_12a14|inegi,avg,pv-sum-pob_fem_12a14
avg_sum_pob_tot_15a17|inegi,avg,pv-sum-pob_tot_15a17
avg_sum_pob_mas_15a17|inegi,avg,pv-sum-pob_mas_15a17
avg_sum_pob_fem_15a17|inegi,avg,pv-sum-pob_fem_15a17
avg_sum_pob_tot_18a24|inegi,avg,pv-sum-pob_tot_18a24
avg_sum_pob_mas_18a24|inegi,avg,pv-sum-pob_mas_18a24
avg_sum_pob_fem_18a24|inegi,avg,pv-sum-pob_fem_18a24
avg_sum_pob_fem_15a49|inegi,avg,pv-sum-pob_fem_15a49
avg_sum_pob_tot_60mas|inegi,avg,pv-sum-pob_tot_60mas
avg_sum_pob_mas_60mas|inegi,avg,pv-sum-pob_mas_60mas
avg_sum_pob_fem_60mas|inegi,avg,pv-sum-pob_fem_60mas
avg_sum_rel_h_m|inegi,avg,pv-sum-rel_h_m
avg_sum_pob_tot_00a14|inegi,avg,pv-sum-pob_tot_00a14
avg_sum_pob_tot_15a64|inegi,avg,pv-sum-pob_tot_15a64
avg_sum_pob_tot_65mas|inegi,avg,pv-sum-pob_tot_65mas
avg_sum_prom_hnv|inegi,avg,pv-sum-prom_hnv
avg_sum_pnacent|inegi,avg,pv-sum-pnacent
avg_sum_pnacent_m|inegi,avg,pv-sum-pnacent_m
avg_sum_pnacent_f|inegi,avg,pv-sum-pnacent_f
avg_sum_pnacoe|inegi,avg,pv-sum-pnacoe
avg_sum_pnacoe_m|inegi,avg,pv-sum-pnacoe_m
avg_sum_pnacoe_f|inegi,avg,pv-sum-pnacoe_f
avg_sum_pres2005|inegi,avg,pv-sum-pres2005
avg_sum_pres2005_m|inegi,avg,pv-sum-pres2005_m
avg_sum_pres2005_f|inegi,avg,pv-sum-pres2005_f
avg_sum_presoe05|inegi,avg,pv-sum-presoe05
avg_sum_presoe05_m|inegi,avg,pv-sum-presoe05_m
avg_sum_presoe05_f|inegi,avg,pv-sum-presoe05_f
avg_sum_pob_tot_03mas_ind|inegi,avg,pv-sum-pob_tot_03mas_ind
avg_sum_pob_mas_03mas_ind|inegi,avg,pv-sum-pob_mas_03mas_ind
avg_sum_pob_fem_03mas_ind|inegi,avg,pv-sum-pob_fem_03mas_ind
avg_sum_pob_tot_03mas_ind_noesp|inegi,avg,pv-sum-pob_tot_03mas_ind_noesp
avg_sum_pob_mas_03mas_ind_noesp|inegi,avg,pv-sum-pob_mas_03mas_ind_noesp
avg_sum_pob_fem_03mas_ind_noesp|inegi,avg,pv-sum-pob_fem_03mas_ind_noesp
avg_sum_pob_tot_03mas_ind_esp|inegi,avg,pv-sum-pob_tot_03mas_ind_esp
avg_sum_pob_mas_03mas_ind_esp|inegi,avg,pv-sum-pob_mas_03mas_ind_esp
avg_sum_pob_fem_03mas_ind_esp|inegi,avg,pv-sum-pob_fem_03mas_ind_esp
avg_sum_p5_hli|inegi,avg,pv-sum-p5_hli
avg_sum_p5_hli_nhe|inegi,avg,pv-sum-p5_hli_nhe
avg_sum_p5_hli_he|inegi,avg,pv-sum-p5_hli_he
avg_sum_phog_ind|inegi,avg,pv-sum-phog_ind
avg_sum_pcon_lim|inegi,avg,pv-sum-pcon_lim
avg_sum_pob_tot_all_disc_mot|inegi,avg,pv-sum-pob_tot_all_disc_mot
avg_sum_pob_tot_all_disc_vis|inegi,avg,pv-sum-pob_tot_all_disc_vis
avg_sum_pob_tot_all_disc_hab|inegi,avg,pv-sum-pob_tot_all_disc_hab
avg_sum_pob_tot_all_disc_aud|inegi,avg,pv-sum-pob_tot_all_disc_aud
avg_sum_pclim_mot2|inegi,avg,pv-sum-pclim_mot2
avg_sum_pclim_men|inegi,avg,pv-sum-pclim_men
avg_sum_pob_tot_all_disc_men|inegi,avg,pv-sum-pob_tot_all_disc_men
avg_sum_psin_lim|inegi,avg,pv-sum-psin_lim
avg_sum_pob_tot_03a05_no_esc|inegi,avg,pv-sum-pob_tot_03a05_no_esc
avg_sum_pob_mas_03a05_no_esc|inegi,avg,pv-sum-pob_mas_03a05_no_esc
avg_sum_pob_fem_03a05_no_esc|inegi,avg,pv-sum-pob_fem_03a05_no_esc
avg_sum_pob_tot_06a11_no_esc|inegi,avg,pv-sum-pob_tot_06a11_no_esc
avg_sum_pob_mas_06a11_no_esc|inegi,avg,pv-sum-pob_mas_06a11_no_esc
avg_sum_pob_fem_06a11_no_esc|inegi,avg,pv-sum-pob_fem_06a11_no_esc
avg_sum_pob_tot_12a14_no_esc|inegi,avg,pv-sum-pob_tot_12a14_no_esc
avg_sum_pob_mas_12a14_no_esc|inegi,avg,pv-sum-pob_mas_12a14_no_esc
avg_sum_pob_fem_12a14_no_esc|inegi,avg,pv-sum-pob_fem_12a14_no_esc
avg_sum_pob_tot_15a17_si_esc|inegi,avg,pv-sum-pob_tot_15a17_si_esc
avg_sum_pob_mas_15a17_si_esc|inegi,avg,pv-sum-pob_mas_15a17_si_esc
avg_sum_pob_fem_15a17_si_esc|inegi,avg,pv-sum-pob_fem_15a17_si_esc
avg_sum_pob_tot_18a24_si_esc|inegi,avg,pv-sum-pob_tot_18a24_si_esc
avg_sum_pob_mas_18a24_si_esc|inegi,avg,pv-sum-pob_mas_18a24_si_esc
avg_sum_pob_fem_18a24_si_esc|inegi,avg,pv-sum-pob_fem_18a24_si_esc
avg_sum_pob_tot_08a14_analf|inegi,avg,pv-sum-pob_tot_08a14_analf
avg_sum_pob_mas_08a14_analf|inegi,avg,pv-sum-pob_mas_08a14_analf
avg_sum_pob_fem_08a14_analf|inegi,avg,pv-sum-pob_fem_08a14_analf
avg_sum_pob_tot_15mas_analf|inegi,avg,pv-sum-pob_tot_15mas_analf
avg_sum_pob_mas_15mas_analf|inegi,avg,pv-sum-pob_mas_15mas_analf
avg_sum_pob_fem_15mas_analf|inegi,avg,pv-sum-pob_fem_15mas_analf
avg_sum_pob_tot_15mas_sin_esc|inegi,avg,pv-sum-pob_tot_15mas_sin_esc
avg_sum_pob_mas_15mas_sin_esc|inegi,avg,pv-sum-pob_mas_15mas_sin_esc
avg_sum_pob_fem_15mas_sin_esc|inegi,avg,pv-sum-pob_fem_15mas_sin_esc
avg_sum_pob_tot_15mas_prim_inc|inegi,avg,pv-sum-pob_tot_15mas_prim_inc
avg_sum_pob_mas_15mas_prim_inc|inegi,avg,pv-sum-pob_mas_15mas_prim_inc
avg_sum_pob_fem_15mas_prim_inc|inegi,avg,pv-sum-pob_fem_15mas_prim_inc
avg_sum_pob_tot_15mas_prim_com|inegi,avg,pv-sum-pob_tot_15mas_prim_com
avg_sum_pob_mas_15mas_prim_com|inegi,avg,pv-sum-pob_mas_15mas_prim_com
avg_sum_pob_fem_15mas_prim_com|inegi,avg,pv-sum-pob_fem_15mas_prim_com
avg_sum_pob_tot_15mas_sec_inc|inegi,avg,pv-sum-pob_tot_15mas_sec_inc
avg_sum_pob_mas_15mas_sec_inc|inegi,avg,pv-sum-pob_mas_15mas_sec_inc
avg_sum_pob_fem_15mas_sec_inc|inegi,avg,pv-sum-pob_fem_15mas_sec_inc
avg_sum_pob_tot_15mas_sec_com|inegi,avg,pv-sum-pob_tot_15mas_sec_com
avg_sum_pob_mas_15mas_sec_com|inegi,avg,pv-sum-pob_mas_15mas_sec_com
avg_sum_pob_fem_15mas_sec_com|inegi,avg,pv-sum-pob_fem_15mas_sec_com
avg_sum_pob_tot_18mas_esc_posbas|inegi,avg,pv-sum-pob_tot_18mas_esc_posbas
avg_sum_pob_mas_18mas_esc_posbas|inegi,avg,pv-sum-pob_mas_18mas_esc_posbas
avg_sum_pob_fem_18mas_esc_posbas|inegi,avg,pv-sum-pob_fem_18mas_esc_posbas
avg_sum_graproes|inegi,avg,pv-sum-graproes
avg_sum_graproes_m|inegi,avg,pv-sum-graproes_m
avg_sum_graproes_f|inegi,avg,pv-sum-graproes_f
avg_sum_pob_tot_12mas_ec_act|inegi,avg,pv-sum-pob_tot_12mas_ec_act
avg_sum_pob_mas_12mas_ec_act|inegi,avg,pv-sum-pob_mas_12mas_ec_act
avg_sum_pob_fem_12mas_ec_act|inegi,avg,pv-sum-pob_fem_12mas_ec_act
avg_sum_pob_tot_12mas_ec_noact|inegi,avg,pv-sum-pob_tot_12mas_ec_noact
avg_sum_pob_mas_12mas_ec_noact|inegi,avg,pv-sum-pob_mas_12mas_ec_noact
avg_sum_pob_fem_12mas_ec_noact|inegi,avg,pv-sum-pob_fem_12mas_ec_noact
avg_sum_pocupada|inegi,avg,pv-sum-pocupada
avg_sum_pocupada_m|inegi,avg,pv-sum-pocupada_m
avg_sum_pocupada_f|inegi,avg,pv-sum-pocupada_f
avg_sum_pdesocup|inegi,avg,pv-sum-pdesocup
avg_sum_pdesocup_m|inegi,avg,pv-sum-pdesocup_m
avg_sum_pdesocup_f|inegi,avg,pv-sum-pdesocup_f
avg_sum_pob_tot_all_nosalud|inegi,avg,pv-sum-pob_tot_all_nosalud
avg_sum_pob_tot_all_sisalud|inegi,avg,pv-sum-pob_tot_all_sisalud
avg_sum_pder_imss|inegi,avg,pv-sum-pder_imss
avg_sum_pder_iste|inegi,avg,pv-sum-pder_iste
avg_sum_pder_istee|inegi,avg,pv-sum-pder_istee
avg_sum_pder_segp|inegi,avg,pv-sum-pder_segp
avg_sum_pob_tot_12mas_solt|inegi,avg,pv-sum-pob_tot_12mas_solt
avg_sum_pob_tot_12mas_casa|inegi,avg,pv-sum-pob_tot_12mas_casa
avg_sum_pob_tot_12mas_sepa|inegi,avg,pv-sum-pob_tot_12mas_sepa
avg_sum_pob_tot_all_cato|inegi,avg,pv-sum-pob_tot_all_cato
avg_sum_pob_tot_all_eva|inegi,avg,pv-sum-pob_tot_all_eva
avg_sum_pob_tot_all_ot_rel|inegi,avg,pv-sum-pob_tot_all_ot_rel
avg_sum_pob_tot_all_sin_rel|inegi,avg,pv-sum-pob_tot_all_sin_rel
avg_sum_tothog|inegi,avg,pv-sum-tothog
avg_sum_hogjef_m|inegi,avg,pv-sum-hogjef_m
avg_sum_hogjef_f|inegi,avg,pv-sum-hogjef_f
avg_sum_pobhog|inegi,avg,pv-sum-pobhog
avg_sum_phogjef_m|inegi,avg,pv-sum-phogjef_m
avg_sum_phogjef_f|inegi,avg,pv-sum-phogjef_f
avg_sum_vivtot|inegi,avg,pv-sum-vivtot
avg_sum_tvivhab|inegi,avg,pv-sum-tvivhab
avg_sum_hog_totviv|inegi,avg,pv-sum-hog_totviv
avg_sum_hog_vivhab|inegi,avg,pv-sum-hog_vivhab
avg_sum_tvivparhab|inegi,avg,pv-sum-tvivparhab
avg_sum_vivpar_des|inegi,avg,pv-sum-vivpar_des
avg_sum_vivpar_ut|inegi,avg,pv-sum-vivpar_ut
avg_sum_hog_ocup|inegi,avg,pv-sum-hog_ocup
avg_sum_prom_ocup|inegi,avg,pv-sum-prom_ocup
avg_sum_pro_ocup_c|inegi,avg,pv-sum-pro_ocup_c
avg_sum_hog_piso_no_tierr|inegi,avg,pv-sum-hog_piso_no_tierr
avg_sum_hog_piso_tierr|inegi,avg,pv-sum-hog_piso_tierr
avg_sum_hog_1_dorm|inegi,avg,pv-sum-hog_1_dorm
avg_sum_hog_2mas_dorm|inegi,avg,pv-sum-hog_2mas_dorm
avg_sum_hog_1_cto|inegi,avg,pv-sum-hog_1_cto
avg_sum_hog_2_cto|inegi,avg,pv-sum-hog_2_cto
